Wall time,Step,Value
1781426968.9919925,6030,0.19547238945960999
1781431576.1153347,12061,0.3331260085105896
1781436211.3322587,18092,0.2972662150859833
1781440835.5025964,24123,0.26648402214050293
1781445466.6034806,30154,0.22818675637245178
